name,price,url,destination,duration,aHref,hrefTags,hotel,flight,category,caption
The Tibetan Encounter Day Tours P. Ltd,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYhvdG-WfB-aaIISNv0iHRoBYvq3u_z4dA_Pb-2C-4AdXPuTWf9NoaC2UcqE02561lyZWlBFqazK0goZe88QxyJu05rncg_hTNC2W5Uj2_QhIQYnWr7yHVxQWuIoGPfVyYae9yCGzmZ8-UXTr5r6z8S8uS_mqfM9inyy5PBz3Wmw4LG&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,The Tibetan Encounter Day Tours P. Ltd tourist attraction hospital place of worship travel agency restaurant food point of interest health establishment
Team 5 Nepal paragliding,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbCktwyQ3bhInyMjiRnPqoz90nJQVaN4VfGKC-TvAA7f5hE_TdrYGXVfXRWmzXqiVqONeAKBO4iJLSm1R0w94tMhVLe3G-uxCZDG5ANdI7FL1Wjcz3erCQHfSOlIHGneiKq5kl0ywKGTLQSlRgPIjxcyS9dnEI3jHOEveQM8EgaJJMi&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Team 5 Nepal paragliding tourist attraction point of interest establishment
North Nepal Travel & Trek Pvt.Ltd,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZYNJqrUTBWuGjjfKuRoanp70jGrzObMrpj4XuemnipXQZJYxQVy8H74ScObp3YgqvdC3e_t_oUbkvteKQS_11O9BjE9kMbUMYRrY84c1jZie0G-6Q4Ak8STl9VzUGCl_LR_x8S8ljyVCzJ-SOzh1bxrrp8ko0AHAiBGigLtOkJd1gS&key=%PLACES_API_KEY%&maxwidth=1024,पोखरा,,,,,,,North Nepal Travel & Trek Pvt.Ltd travel agency tourist attraction point of interest establishment
Rapidrunner Expeditions,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJb2fEbqqTof1XjyRt_7WjxRkVluPYQAGScLTwbikKVNybMwTM2daZlVC4Mk5f16EtNl8Jb6OIQFHsRkP481fF3UQFD8sJmr0XYF01Gxl8PahLa_cAiN04CjqYXJNOqLSUnJGnIX7vnLRqEbKmeL1_0k5kS6JUaEAro5ibTeiTE299uS&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Rapidrunner Expeditions tourist attraction travel agency point of interest establishment
Travel Himalya Nepal Treks & Adventure pvt ltd,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZvl8KGmO5I1Th9n-Pc6f_2IhMjOGsiXWot3pCtcb4pcrSfTL0nCHw7KlPL3KQfF_-B7P6RsDlm5dZAfmz3gMOjTjdnILQJKQzUDX7H2Wp2yoNdV6swIuU8pkKlJmW91jMlCskyjb6zEanI1tclnLimLwsV6hX3twLc7itcW526EFXX&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Travel Himalya Nepal Treks & Adventure pvt ltd travel agency tourist attraction point of interest establishment
Backstreet Academy Pokhara,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZRc_PVU-Y6QIeItMgz-deZGAM38gNak91w_6uvRd3AOxIEMcNiZlSLTb1QbRO4UiR9P89sYOIMqp7q0nWPdEy2Uxw2NQRJnkGg0cqg2MUFHk8ogbm7f9tCdyX8vyBt5o6-Drim2K0YCNnjpE19C7DT-wrKc-lEA053dzW4uThEZfDA&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Backstreet Academy Pokhara tourist attraction point of interest establishment
Aroma Nepal Treks & Expedition Pvt. Ltd,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZ2yBxWKIsXPB5B2csfZpVQv_kixjkUzwz0L6FU4MThaJ-v49owGwwyxxFPEquWfVHa-pBpNepM5bQXUF3GITL_3X2ZCbygszqrc1xvkks29or6ziEU_POaVqRtvOa0RHd4EJJf1jI3qV4k4XKn5pJG2jakNm0Svt13K6n42YuqVvpv&key=%PLACES_API_KEY%&maxwidth=1024,Nepal,,,,,,,Aroma Nepal Treks & Expedition Pvt. Ltd tourist attraction travel agency point of interest establishment
International Mountain Museum,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbM1iTj88LAFTyy-SxMJqEoEcY79MISun4mfHeDf4A7Pzicc7Q_hq5c9QLm3j-TBaWQjasKZTWZL6NEjGXh92_rVoT6Zki9ghJ3d-_xgtsjdMNXNrpUf3y3-izpKxxQN1FaoumoGXE9H194ZpYCudffXp095GTZygLS6ijiNwSQYMtx&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,International Mountain Museum museum tourist attraction point of interest establishment
Naudanda,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYx-un4Smz8dgXyMeH5R73IE0Y-L0BdtWHidF_d9hqG7unVsxHBcR53mQKCPs4cL2PhLvzLljaBK0Eae4bBxuNF3EVs7pl1UmSpaKu49spE25uo9GxWZVqxEbXCMrHweHx97UDfWd50x2Jt3h87RUZqm3qECyvgbLr0BWozj053vxmX&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Naudanda tourist attraction point of interest establishment
Pokhara Lakeside,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYnk1LwBWjGrFghxauOfgRBVWt2OVO6vwJbSBcOY6WdK9J-rEVbpz1oVE8FBUGEcLZr6X_VdhSOoMX16yxKitofEuui6F_4CjO-9P6dpdMsgfmaI0sh_lqmLggt6wWYTKfkRZiDqFjtnAzX5_UcCxB8eKOMoAqseKxxPelREUa2trWZ&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Pokhara Lakeside tourist attraction travel agency point of interest establishment
World Peace Pagoda,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbKiCnRVsZX0Yl2xp7lom6du8Ca9l3tFA7GPoOtWsdjkg2xO6VquYdEUfZF8YUiXjoPMYloH2xivtSQ_lFYbrSjiw1JUa3aDqNe2MgS2v7Zfwsgj6bCL3FWhgINh3Fe_i1EXpqv65G1ApY0GsdxCUfLlg6_S_XaqY5MNRZEH4RtQ9jN&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,World Peace Pagoda hindu temple tourist attraction place of worship point of interest establishment
The Mountain House Treks & expedition Pvt.Ltd.,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZLWlGjp_XegVJ7WF9NGoQci1IR8A1EK0mLxb5s78nQsZxuaWfeK3Pe9_vZUM72KOJfsf39a-pO6OBUfwgfUG8Kadz4Bz4ceyuPT1CgypQJKRG4j14LrVfwX5zeveaW5aYnKETSoD1mjfvtjIx5IDhk-trYl60OKNOQGQCYexeV18P3&key=%PLACES_API_KEY%&maxwidth=1024,पोखरा,,,,,,,The Mountain House Treks & expedition Pvt.Ltd. tourist attraction travel agency point of interest establishment
Devi's Fall Pokhara,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYWBZfyZ7XamzX4R0diPDPmd9lev9V7ILJFQ_sczMf0wwVklIddbR3NZ2aL6IIEG0Sn-nANDFQT0NNrq2Y9gYAq63P1EUxemPeNCUohNUCE8Rmg7_u6RtlKPXeDg70LRlkdOYuS-NAQw_vj_0beeRPR8SI4dC2L242m4tPU0xewBklk&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Devi's Fall Pokhara tourist attraction point of interest establishment
"Fishtail Fewa View Spot, Baytaini",,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJY42lDWN8GMCycZRYQ-CEEbyy8bOA9gh1QtqtSSH_HkF2FCy2-xEUyq0boBMetLcDBpY_deoqGFKRSyq0Lzx36nYT9RviB5xCnB_GiYQDHmZQW1epRCfeHIh6uZSGMLX_5bkI1MdVi89yDSCja71o0dEFcCClWFyOpIisHOdpga5Ywx&key=%PLACES_API_KEY%&maxwidth=1024,Chapakot,,,,,,,"Fishtail Fewa View Spot, Baytaini tourist attraction point of interest establishment"
Razan bhujel,,,Pokhara,,,,,,,Razan bhujel tourist attraction point of interest establishment
Chamere Gufa,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbSL_NDR-pFbv_G1_fZEpPFnDvfOqrr1eXtv7fOGLufXhz1Q-uwhig_pmUjlOxxpWFuLpabIF-zR6_BoQ__yseR6XyWDQ4jRyfnxSiACLQYNdo9yGbCxp0Q0VCeLOirOBBj5K166WZg2gg5Cdm17EMYt2Udok7R1bCBC2OIDmuxqqO3&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Chamere Gufa tourist attraction point of interest establishment
Peace Eye Treks,,,पोखरा,,,,,,,Peace Eye Treks tourist attraction travel agency point of interest establishment
Matepani Gumba,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZwfMNjBamd61Vpb8LG5a2MwvTdhrRZpklX7qjH3gfge-pymHw3pCfch5S5j7ODG-XLGqp2mMwo4u1CXIjfln5naBDwHyMAQ08nG-5olL5vQWS3pWU3uaMWp8Y5ibr1_B5QvzBoolp5fBqHfKkhYMrM7VR4VA0RmA5y5ICzCfR8Q-XO&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Matepani Gumba tourist attraction place of worship point of interest establishment
TUSHITA-NEPAL MEDITATION RETREATS,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbTcV4oC97SrfL3Z9DRiNnfc2coIM_tAUxtnsNrpVl8J27hljMGbr3wvyuO_rj4WrVrYQDki5WCECdK1IjNXne_jxTpzAKRNQdF7od-isk2G266tf_3yLsE_jjSEpuly-7fiMzHttrD1YNv4oc3OuavemlHbO-TtPLah96GB6KyzeiG&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,TUSHITA-NEPAL MEDITATION RETREATS tourist attraction gym point of interest health establishment
Wilder Nepal Pvt. Ltd.,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbsgLvfBuPYweooTv8mxvZNIZici2frTk9p0X2mfq4RWxUCnCCll4hIoyBlNBLRviWfMWu-K1AGPqAYpG-ducfCVyOyoeiiB8GKuv6RRGlbXU8b8X0Qi_xb8dU8K52FxkTT99cdRqwE8xpIwzHlBu4pyY0IjDgiwIYjB2yqkLtTA7h9&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Wilder Nepal Pvt. Ltd. tourist attraction travel agency point of interest establishment
The Tibetan Encounter Day Tours P. Ltd,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYhvdG-WfB-aaIISNv0iHRoBYvq3u_z4dA_Pb-2C-4AdXPuTWf9NoaC2UcqE02561lyZWlBFqazK0goZe88QxyJu05rncg_hTNC2W5Uj2_QhIQYnWr7yHVxQWuIoGPfVyYae9yCGzmZ8-UXTr5r6z8S8uS_mqfM9inyy5PBz3Wmw4LG&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,The Tibetan Encounter Day Tours P. Ltd tourist attraction hospital place of worship travel agency restaurant food point of interest health establishment
Team 5 Nepal paragliding,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbCktwyQ3bhInyMjiRnPqoz90nJQVaN4VfGKC-TvAA7f5hE_TdrYGXVfXRWmzXqiVqONeAKBO4iJLSm1R0w94tMhVLe3G-uxCZDG5ANdI7FL1Wjcz3erCQHfSOlIHGneiKq5kl0ywKGTLQSlRgPIjxcyS9dnEI3jHOEveQM8EgaJJMi&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Team 5 Nepal paragliding tourist attraction point of interest establishment
North Nepal Travel & Trek Pvt.Ltd,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZYNJqrUTBWuGjjfKuRoanp70jGrzObMrpj4XuemnipXQZJYxQVy8H74ScObp3YgqvdC3e_t_oUbkvteKQS_11O9BjE9kMbUMYRrY84c1jZie0G-6Q4Ak8STl9VzUGCl_LR_x8S8ljyVCzJ-SOzh1bxrrp8ko0AHAiBGigLtOkJd1gS&key=%PLACES_API_KEY%&maxwidth=1024,पोखरा,,,,,,,North Nepal Travel & Trek Pvt.Ltd travel agency tourist attraction point of interest establishment
Rapidrunner Expeditions,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJb2fEbqqTof1XjyRt_7WjxRkVluPYQAGScLTwbikKVNybMwTM2daZlVC4Mk5f16EtNl8Jb6OIQFHsRkP481fF3UQFD8sJmr0XYF01Gxl8PahLa_cAiN04CjqYXJNOqLSUnJGnIX7vnLRqEbKmeL1_0k5kS6JUaEAro5ibTeiTE299uS&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Rapidrunner Expeditions tourist attraction travel agency point of interest establishment
Travel Himalya Nepal Treks & Adventure pvt ltd,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZvl8KGmO5I1Th9n-Pc6f_2IhMjOGsiXWot3pCtcb4pcrSfTL0nCHw7KlPL3KQfF_-B7P6RsDlm5dZAfmz3gMOjTjdnILQJKQzUDX7H2Wp2yoNdV6swIuU8pkKlJmW91jMlCskyjb6zEanI1tclnLimLwsV6hX3twLc7itcW526EFXX&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Travel Himalya Nepal Treks & Adventure pvt ltd travel agency tourist attraction point of interest establishment
Backstreet Academy Pokhara,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZRc_PVU-Y6QIeItMgz-deZGAM38gNak91w_6uvRd3AOxIEMcNiZlSLTb1QbRO4UiR9P89sYOIMqp7q0nWPdEy2Uxw2NQRJnkGg0cqg2MUFHk8ogbm7f9tCdyX8vyBt5o6-Drim2K0YCNnjpE19C7DT-wrKc-lEA053dzW4uThEZfDA&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Backstreet Academy Pokhara tourist attraction point of interest establishment
Aroma Nepal Treks & Expedition Pvt. Ltd,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZ2yBxWKIsXPB5B2csfZpVQv_kixjkUzwz0L6FU4MThaJ-v49owGwwyxxFPEquWfVHa-pBpNepM5bQXUF3GITL_3X2ZCbygszqrc1xvkks29or6ziEU_POaVqRtvOa0RHd4EJJf1jI3qV4k4XKn5pJG2jakNm0Svt13K6n42YuqVvpv&key=%PLACES_API_KEY%&maxwidth=1024,Nepal,,,,,,,Aroma Nepal Treks & Expedition Pvt. Ltd tourist attraction travel agency point of interest establishment
International Mountain Museum,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbM1iTj88LAFTyy-SxMJqEoEcY79MISun4mfHeDf4A7Pzicc7Q_hq5c9QLm3j-TBaWQjasKZTWZL6NEjGXh92_rVoT6Zki9ghJ3d-_xgtsjdMNXNrpUf3y3-izpKxxQN1FaoumoGXE9H194ZpYCudffXp095GTZygLS6ijiNwSQYMtx&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,International Mountain Museum museum tourist attraction point of interest establishment
Naudanda,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYx-un4Smz8dgXyMeH5R73IE0Y-L0BdtWHidF_d9hqG7unVsxHBcR53mQKCPs4cL2PhLvzLljaBK0Eae4bBxuNF3EVs7pl1UmSpaKu49spE25uo9GxWZVqxEbXCMrHweHx97UDfWd50x2Jt3h87RUZqm3qECyvgbLr0BWozj053vxmX&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Naudanda tourist attraction point of interest establishment
Pokhara Lakeside,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYnk1LwBWjGrFghxauOfgRBVWt2OVO6vwJbSBcOY6WdK9J-rEVbpz1oVE8FBUGEcLZr6X_VdhSOoMX16yxKitofEuui6F_4CjO-9P6dpdMsgfmaI0sh_lqmLggt6wWYTKfkRZiDqFjtnAzX5_UcCxB8eKOMoAqseKxxPelREUa2trWZ&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Pokhara Lakeside tourist attraction travel agency point of interest establishment
World Peace Pagoda,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbKiCnRVsZX0Yl2xp7lom6du8Ca9l3tFA7GPoOtWsdjkg2xO6VquYdEUfZF8YUiXjoPMYloH2xivtSQ_lFYbrSjiw1JUa3aDqNe2MgS2v7Zfwsgj6bCL3FWhgINh3Fe_i1EXpqv65G1ApY0GsdxCUfLlg6_S_XaqY5MNRZEH4RtQ9jN&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,World Peace Pagoda hindu temple tourist attraction place of worship point of interest establishment
The Mountain House Treks & expedition Pvt.Ltd.,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZLWlGjp_XegVJ7WF9NGoQci1IR8A1EK0mLxb5s78nQsZxuaWfeK3Pe9_vZUM72KOJfsf39a-pO6OBUfwgfUG8Kadz4Bz4ceyuPT1CgypQJKRG4j14LrVfwX5zeveaW5aYnKETSoD1mjfvtjIx5IDhk-trYl60OKNOQGQCYexeV18P3&key=%PLACES_API_KEY%&maxwidth=1024,पोखरा,,,,,,,The Mountain House Treks & expedition Pvt.Ltd. tourist attraction travel agency point of interest establishment
Devi's Fall Pokhara,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYWBZfyZ7XamzX4R0diPDPmd9lev9V7ILJFQ_sczMf0wwVklIddbR3NZ2aL6IIEG0Sn-nANDFQT0NNrq2Y9gYAq63P1EUxemPeNCUohNUCE8Rmg7_u6RtlKPXeDg70LRlkdOYuS-NAQw_vj_0beeRPR8SI4dC2L242m4tPU0xewBklk&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Devi's Fall Pokhara tourist attraction point of interest establishment
"Fishtail Fewa View Spot, Baytaini",,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJY42lDWN8GMCycZRYQ-CEEbyy8bOA9gh1QtqtSSH_HkF2FCy2-xEUyq0boBMetLcDBpY_deoqGFKRSyq0Lzx36nYT9RviB5xCnB_GiYQDHmZQW1epRCfeHIh6uZSGMLX_5bkI1MdVi89yDSCja71o0dEFcCClWFyOpIisHOdpga5Ywx&key=%PLACES_API_KEY%&maxwidth=1024,Chapakot,,,,,,,"Fishtail Fewa View Spot, Baytaini tourist attraction point of interest establishment"
Razan bhujel,,,Pokhara,,,,,,,Razan bhujel tourist attraction point of interest establishment
Kumar Parvati Sumeru Parvat Pumdikot,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJaagGxENLHgGthO8v8wztYC4sfIlwhk2F7MG4aOTDngmT-n2_gn-CKXms4iKBcNZKrK-VBkwYuvJAPNseNw0vHqPU-279XuSW6-eE-7OFQUb5rbIAVdOLUadB8U8X_MEJwKQaFjAYd3MVYsxiERFV2QC0vhyUWp4rAc_cWw-b16hgqi&key=%PLACES_API_KEY%&maxwidth=1024,5WXG+XXP,,,,,,,Kumar Parvati Sumeru Parvat Pumdikot tourist attraction point of interest establishment
Baspani,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZ9eQlEXLGR8GpFISvkfpD68dyf_QaSCMz97s6F3UjnPPQVaYEZLfoZS4-unIVkgPCuudng8cpNoMQE-a4TEq2NlGJSbDdPpQ2KJtMdOsXdFojegHgiVzANKb5dq-u9ToGdS84WVkd1V656xG-iK6TVakCgZbpc_-KLII1uMK9bMZ_m&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Baspani tourist attraction point of interest establishment
Pumdikot Religious Area,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbrGu-2fIkpr_GWwpBA3pEtuN7C2WdEakcCdrNtm9LFq2gxnNHp4l6nFuhEYTneeT5Y_d2oVbmRxYfzxscpR09EZ_OtaNDWzPGZba5enSosDZ1y9iIj2TsdhFkAhOEbpnGtFwmuFM4EJ2wtUh-u1RVAmLWQt8YuNcR8rCM7ZnqwV6JL&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Pumdikot Religious Area hindu temple tourist attraction place of worship point of interest establishment
Ram home,,,5WXH+CFP,,,,,,,Ram home tourist attraction point of interest establishment
Lukunswara chok,,,Pokhara,,,,,,,Lukunswara chok tourist attraction point of interest establishment
Elshan House,,,Pokhara,,,,,,,Elshan House tourist attraction point of interest establishment
Pokhara Dhungapani,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJaLIllw4SjUqZ4WOJjhg1I5HKwnixw-kciXoQsPtdMpc9kh2om86-y5qrEiqs1eQx2FCfNSU4xau1vRIX0cwKkY_1c3gX1KCx-X9vtAqxCr7_c8AEiKSbtiXoAHaMn3ssWqlvmfS-ccjQzFE3ewDOU3Jpu0Md9yEJQVbEz2GSS0flZx&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Pokhara Dhungapani tourist attraction point of interest establishment
View point / resting place,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbQvg1ijWMU3o5upPC7NFTIHKsPZ2JzM9Hwz8C0qiGd1yZtUrhhuhzx0zg_aWQ9lrQB_roEu0QMRgCjSU-UNqQTgK4JILcVRnCXSznm0yVvzSIC7purh-DE1VckXPX7hKwYRc5uW5OMmqb8aMgNpYeJnbyIQNu-kI9lNN3PxzMlxcLC&key=%PLACES_API_KEY%&maxwidth=1024,पोखरा,,,,,,,View point / resting place tourist attraction point of interest establishment
Reedam View Point,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZXN9f2qnDxUF_Dx4vT21ZgCVk8D3cK0VOj8toUMNQOYJ3pCbEmMxqyLdLSnXq-uTX3gpeKBuGGAt-2tzLC6klp74XWHuSqKXAq8cekLAEMpIzqcvbii_jbq570yrpfHw_rIwTWICkEtj9JgzPLs0V0yNw-dev77QzLjjo9uFJ0S1Wu&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Reedam View Point tourist attraction point of interest establishment
Phewa Lake,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJa5RwROXuxJr6EzG3NtaXtC6KF9tYowzDzeMi7PgLlTP9fPfA29iSQH9rI-C_cC4QnthXhhem0zCJ9BCsfxVttdbn4b4n7YMjzOMGCG3HaOi3_C2Cuh90HUyM2Pbrtki4VS3ba60W97ek7pIenH7J5yQMWuT8WqvINIrLE8FxkmaytR&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Phewa Lake tourist attraction point of interest establishment
Chisapani Eco Village Tarebhir,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJaeWB7ogQaX5h8_SgyKq5-yP0OyNoxlgnrnUU8Smwv08Zv8EJmDZlpRvn9ov7S89ye_J21UzSV7HkrlJVa_PsZ36y6bGr7bFLUk0sw3NVKgg-eWRVvdpmFYzCX5JD-5afxRadbFKwEZQNWmnXMHKJBLma5wnPgBgBoZEeooKdFFt97O&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Chisapani Eco Village Tarebhir tourist attraction point of interest establishment
Phewa Fall,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbCYatZPC-NMrFqlO574jzJR5lK8uKnVqsfVEOy8wDQ-PcYqKrI-nJ1eOSLZ9VRCHJoLelARQpOOGPktZxhawj_x-xCpvjbC61zeWeaT5l6Qh35dbobAai2-FSPEfxPFvhkvsswyKInjiJohJHFsGvG98ssqSkYAKJG2RIkumA_niaz&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Phewa Fall tourist attraction point of interest establishment
Selfie Pool,,,Pokhara,,,,,,,Selfie Pool tourist attraction point of interest establishment
Batas Marga,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZUzRO-ytYKttGoQ3RqG-CeZL1LuDaihEfNykS_tnlhhhPPACdEQBg2t4xssM2qwyZDBPXI5P2kpoZZ_c_uPbCpTMybbHfME0cks7oszmwRy1KN4fygM2uV-bX8JiHDaXaLBfS2ocZ6XOpam8FokA6GUgUtsF59N0StGSHRc0G5Zf9w&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Batas Marga tourist attraction point of interest establishment
Bamboo swing,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbTC5fLFDGo_gohTjJZU7aiIl2OFikmV6kuZmvXSyMcjQYP-zroYkUt3LlbNJV5GEPpN0WyPk0615Rj5Z-_Csc5cFIhXkxO2UGk0PDQP_w7-vM0qna3kEV4HJ1F9EK6vk2dmzCPsX_vOoVbwGLTNc0Wcez2lgy2S3-LlkKT_8mySUcC&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Bamboo swing tourist attraction point of interest establishment
Phewa lake View Point (फेवा ताल देखिने ठाउ),,,Pokhara,,,,,,,Phewa lake View Point (फेवा ताल देखिने ठाउ) tourist attraction point of interest establishment
Kirat Marga,,,पोखरा,,,,,,,Kirat Marga tourist attraction point of interest establishment
Rai Chowk (राई चोक),,,Pokhara,,,,,,,Rai Chowk (राई चोक) tourist attraction point of interest establishment
Tal Barahi Temple,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJaLNxKjmJBK-_5svUST0iSzVi2LKobV-pshUlRCrNsCakNkQeldn6uoDCKD163TaFLvl_2pr6ZI4DtjP0WajAfiIXcGB2Hspwko2eHdtQEBpPk_NICJ_cxZO1m-3r6viitNPLDLqsobwD4qc05iRVE2dKguY-OWQ1MZbor2RJZObB2f&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Tal Barahi Temple hindu temple tourist attraction place of worship point of interest establishment
Fish watch Point,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJYN5rG3ql_vh5IjdW1Rhsdw4PR0shm1vOjRo90Ft6eg-2pneeKAGkJ4u1vcLV6TI9w-ordhifX7GaNKlzgXmtGsWp035SalChjL4idVXaHj88HGndNK46XPqf1SaVkop_0VhsK6LcwYOVEWvuGqCxhoEYbH0_hse2t0TXz8H2exLRBU&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Fish watch Point tourist attraction point of interest establishment
Chamere Gufa,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJbSL_NDR-pFbv_G1_fZEpPFnDvfOqrr1eXtv7fOGLufXhz1Q-uwhig_pmUjlOxxpWFuLpabIF-zR6_BoQ__yseR6XyWDQ4jRyfnxSiACLQYNdo9yGbCxp0Q0VCeLOirOBBj5K166WZg2gg5Cdm17EMYt2Udok7R1bCBC2OIDmuxqqO3&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Chamere Gufa tourist attraction point of interest establishment
Peace Eye Treks,,,पोखरा,,,,,,,Peace Eye Treks tourist attraction travel agency point of interest establishment
Matepani Gumba,,https://maps.googleapis.com/maps/api/place/photo?photo_reference=ATplDJZwfMNjBamd61Vpb8LG5a2MwvTdhrRZpklX7qjH3gfge-pymHw3pCfch5S5j7ODG-XLGqp2mMwo4u1CXIjfln5naBDwHyMAQ08nG-5olL5vQWS3pWU3uaMWp8Y5ibr1_B5QvzBoolp5fBqHfKkhYMrM7VR4VA0RmA5y5ICzCfR8Q-XO&key=%PLACES_API_KEY%&maxwidth=1024,Pokhara,,,,,,,Matepani Gumba tourist attraction place of worship point of interest establishment
